city,state,lat,lng
caninde,CE,-4.355923934309387,-39.31436446037829
caninde de sao francisco,SE,-9.675251100452387,-37.80174366001906
canindé,CE,-4.356001624621591,-39.3145524908868
canindé de são francisco,SE,-9.661574599426707,-37.78802631897619
canitar,SP,-23.00534114145481,-49.78339218605728
canoas,RS,-29.92165587909877,-51.174495237165495
canoinhas,SC,-26.17842967715644,-50.39172922868355
cansancao,BA,-10.669593426966527,-39.49763833288144
cansanção,BA,-10.668507701674848,-39.49768813253393
cantagalo,MG,-18.53054293112112,-42.622874862626375
cantagalo,PR,-25.37598783146171,-52.123015917383825
cantagalo,RJ,-21.974364253989346,-42.354217759630906
cantanhede,MA,-3.635163252640832,-44.37799275723666
canto do buriti,PI,-8.110065701117279,-42.94675725045038
canudos,BA,-9.899970940826488,-39.03349393874104
canudos do vale,RS,-29.32359187374801,-52.23394908710184
canutama,AM,-6.530684341316176,-64.3873912690169
canápolis,BA,-13.074193712971002,-44.20217092745064
canápolis,MG,-18.723065048972206,-49.19957104252014
capanema,PA,-1.1953684358003154,-47.17976923617126
capanema,PR,-25.668572737132873,-53.80378605276697
capao alto,SC,-27.937435798725488,-50.51100141093332
capao bonito,SP,-24.00179411300251,-48.347501357094565
capao da canoa,RS,-29.732205330160408,-50.006646838997376
capao da porteira,RS,-30.092809899462708,-50.694388328298245
capao do cipo,RS,-28.94596016522094,-54.5642863936506
capao do leao,RS,-31.767720904441934,-52.463215559132415
capao novo,RS,-29.65819240457069,-49.95919361702138
caparao,MG,-20.523716387733856,-41.906406757978026
caparaó,MG,-20.524757885584137,-41.90591330128827
capela,AL,-9.412088128308312,-36.081653275183506
capela,SE,-10.504290565975927,-37.053739781815864
capela de santana,RS,-29.681261639690145,-51.3212336075838
capela do alto,SP,-23.477943216104887,-47.73925651476333
capela do alto alegre,BA,-11.671553500430177,-39.835957422492854
capela nova,MG,-20.925626456194642,-43.620797706959266
capelinha,MG,-17.696081081658534,-42.51645734650035
capetinga,MG,-20.621099796616186,-47.05516573685892
capim,PB,-6.898694295025135,-35.19935978722208
capim branco,MG,-19.55004677480242,-44.13373619864855
capim grosso,BA,-11.378158125172405,-40.011743516584225
capinopolis,MG,-18.682870239801783,-49.570117076316386
capinzal,SC,-27.3518641191639,-51.60580689056575
capinzal do norte,MA,-4.717117343720794,-44.32668695525109
capinópolis,MG,-18.68617664494553,-49.568618661401274
capistrano,CE,-4.467730528888049,-38.90132461090233
capitao,RS,-29.27024489370997,-51.98852527830796
capitao andrade,MG,-19.070634881218112,-41.863355753815554
capitao de campos,PI,-4.458259965215851,-41.94160928615899
capitao eneas,MG,-16.556334599661007,-43.749021691961644
capitao gervasio oliveira,PI,-8.495310940467416,-41.84268941803545
capitao leonidas marques,PR,-25.486460684052616,-53.603602567041555
capitao poco,PA,-1.75495611564345,-47.0680835732846
capitolio,MG,-20.616410314116713,-46.046000982398496
capitão,RS,-29.271369968485896,-51.987859392004
capitão andrade,MG,-19.072389025368725,-41.863002586439066
capitão de campos,PI,-4.458795838294562,-41.93978677660782
capitão enéas,MG,-16.32701018790475,-43.71181476751993
capitão gervásio oliveira,PI,-8.496733501277763,-41.8170033103622
capitão leônidas marques,PR,-25.484931969794435,-53.586804205068354
capitão poço,PA,-1.7495128979656913,-47.06245434123174
capitólio,MG,-20.617328151840944,-46.047565153118086
capivari,SP,-22.997483794858958,-47.505725105505064
capivari de baixo,SC,-28.443636588435936,-48.95654041508624
capivari do sul,RS,-30.143817941020927,-50.51140179879618
capixaba,AC,-10.571229718698472,-67.67442149448621
capoeiras,PE,-8.73865456084915,-36.627217324784084
caponga,CE,-4.048294500000004,-38.18788199999999
caporanga,SP,-22.715829205576444,-49.571659661655474
caputira,MG,-20.172671360072147,-42.271083557003195
capão bonito,SP,-24.00267965532038,-48.346083467500485
capão da canoa,RS,-29.73859091528843,-50.01044766867447
capão do cipó,RS,-28.923561,-54.55562625
capão do leão,RS,-31.762761897593805,-52.455986162812565
caraa,RS,-29.79188538695197,-50.44054304173277
carabucu,RJ,-21.21637995297966,-41.58989687408153
carabuçu,RJ,-21.215843207560308,-41.59515776729577
caracarai,RR,1.81052567323499,-61.133741359000645
caracaraí,RR,1.8096025650414027,-61.133328340215485
caracol,MS,-21.989173413934324,-57.01148678614192
caracol,PI,-9.282450114915301,-43.32812466739949
caraguatatuba,SP,-23.637327711077514,-45.413830222993546
carai,MG,-17.187632312940416,-41.69761373976817
caraiba,PE,-7.8035558930517235,-37.79343877138455
caraibas,BA,-14.68685813875673,-41.26788652188727
carajas,PA,-18.941871832888857,-46.96770477985247
carambei,PR,-24.94703148605234,-50.119485398849406
carambeí,PR,-24.950620758562923,-50.11753495694063
caranaiba,MG,-20.874122303355254,-43.73718950300095
caranaíba,MG,-20.87304330711628,-43.7388964862376
carandai,MG,-20.949625817717443,-43.804211698019074
carandaí,MG,-20.95220289019085,-43.80560078549871
carangola,MG,-20.73251603191775,-42.029943765152545
carapebus,RJ,-22.19068358078699,-41.65744656238283
carapicuiba,SP,-23.545578557335283,-46.838775575768985
carapicuíba,SP,-23.544873338924646,-46.83870808411424
caratinga,MG,-19.78687714929477,-42.13746238135898
carauari,AM,-4.7993002475564515,-66.78594378843194
caraubas,RN,-5.790224475947396,-37.5578983984508
caraubas do piaui,PI,-3.476601906534348,-41.84226911523521
caravelas,BA,-17.70676566862526,-39.310128808959114
carazinho,RS,-28.29124464593789,-52.79025576343903
caraá,RS,-29.79134935317908,-50.43409834778823
caraí,MG,-17.186972062864257,-41.69692434313765
caraíbas,BA,-14.724405861180806,-41.260887876945
caraúbas,RN,-5.788437308087376,-37.55964152953034
carbonita,MG,-17.535583399039044,-43.01602044169739
cardeal,SP,-12.99385222547416,-38.4808818461084
cardeal da silva,BA,-11.952583147163717,-37.947373390609584
cardoso,SP,-20.080941806166795,-49.91269317703499
cardoso moreira,RJ,-21.492932392812843,-41.615142419292205
careacu,MG,-21.885450252409267,-45.86007599160712
careaçu,MG,-22.04157893681071,-45.696266137246596
careiro,AM,-3.8192102654006765,-60.36105340442118
careiro da varzea,AM,-3.195967499999992,-59.82835274999999
cariacica,ES,-20.33027859704238,-40.38342691295592
caridade,CE,-4.233341263085579,-39.199808064870076
caridade do piaui,PI,-7.732629803957501,-40.988970448652886
caridade do piauí,PI,-7.732265774697072,-40.98830690485772
carinhanha,BA,-14.29469780358296,-43.770479430033916
carira,SE,-10.359818114055827,-37.704927879705146
carire,CE,-3.9496359103551444,-40.47633166402361
cariri do tocantins,TO,-11.905019372781869,-49.16622321648179
caririacu,CE,-7.04090767765189,-39.289025679358424
caririaçu,CE,-7.038249513099338,-39.281210861307535
cariré,CE,-3.947311229692999,-40.47299254916692
carius,CE,-6.537047249685958,-39.49660967561537
cariús,CE,-6.53350021765372,-39.495267217694284
carlinda,MT,-9.966516824949288,-55.82367240407808
carlopolis,PR,-23.427714770710722,-49.71784559191899
carlos barbosa,RS,-29.298071742278164,-51.50260091138184
carlos chagas,MG,-17.656998028766992,-40.871312653284875
carlos gomes,RS,-27.71592351486283,-51.91482198078577
carlópolis,PR,-23.427714248304383,-49.719166315687374
carmesia,MG,-19.086708905310868,-43.141261823964065
carmo,RJ,-21.932343210229536,-42.607432292496306
carmo da cachoeira,MG,-21.461008557533102,-45.22054433595689
carmo da mata,MG,-20.55966811821635,-44.86917286484877
carmo de minas,MG,-22.12124328966364,-45.124733823993424
carmo do cajuru,MG,-20.2690173748538,-44.822366699776936
carmo do paranaiba,MG,-18.99771386487632,-46.30841177892605
carmo do paranaíba,MG,-18.996879224260635,-46.30644429585237
carmo do rio claro,MG,-20.971610978511645,-46.12132992617943
carmo do rio verde,GO,-15.356895077264507,-49.70235518936493
carmolandia,TO,-7.035135193916087,-48.396199949532765
carmopolis,SE,-10.648555961295953,-36.988290275447774
carmopolis de minas,MG,-20.539386548093038,-44.63621714014996
carmésia,MG,-19.085443785510886,-43.13861018153425
carmópolis,SE,-10.647456706828471,-36.984995026774364
carmópolis de minas,MG,-20.538353721475435,-44.63624566891684
carnaiba,PE,-7.806767112109436,-37.79360013147656
carnaiba do sertao,BA,-9.589271582271095,-40.425445511064936
carnauba dos dantas,RN,-6.5569732071615725,-36.592872035930675
carnaubais,RN,-5.337733879077279,-36.83630689504175
carnaubal,CE,-4.16476401942149,-40.938723359086154
carnaubeira da penha,PE,-8.32090718548556,-38.743239807064
carnaíba,PE,-7.806819608368857,-37.793723689281464
carnaúba dos dantas,RN,-6.556498300128969,-36.591074263873686
carneirinho,MG,-19.71155629339138,-50.721427419246695
carneiros,AL,-9.48430048268659,-37.37451590142348
caroebe,RR,0.8626790805309797,-59.64092950238196
carolina,MA,-7.331741136185456,-47.46865088345743
carpina,PE,-7.845769238796547,-35.25337412701015
carrancas,MG,-21.489134819324796,-44.642577579390846
carrapateira,PB,-7.037671455372667,-38.344700638194816
caruara,SP,-18.43289628656969,-43.57730621812254
caruaru,PE,-8.280838827967246,-35.97142784180055
carutapera,MA,-1.204072657270092,-46.02104434904004
carvalhopolis,MG,-21.778374507705553,-45.84282812821214
carvalhos,MG,-22.001572028993728,-44.461900095595176
carvalhópolis,MG,-21.779779228010206,-45.84279839512811
casa branca,SP,-21.789190389997472,-47.07232828087684
casa grande,MG,-20.793551331647176,-43.93137006997755
casa nova,BA,-9.217165815814736,-40.98046952150122
casca,RS,-28.56573083286525,-51.974619453032226
cascalho rico,MG,-18.605312312450106,-47.88337089557223
cascavel,CE,-4.141297936156377,-38.23017625232706
cascavel,PR,-24.95595615069685,-53.46087017667774
caseara,TO,-9.271498529261464,-49.956697598601686
caseiros,RS,-28.270965774313773,-51.69684129876076
casimiro de abreu,RJ,-22.48761407412746,-42.190019555523406
casinhas,PE,-7.754587487261022,-35.718990928214886
casserengue,PB,-6.780540392896977,-35.819150183307066
cassia,MG,-20.581937660122684,-46.922299671306504
cassia dos coqueiros,SP,-21.28182125375187,-47.1688536049792
cassilandia,MS,-19.107736240551983,-51.76052328560581
cassilândia,MS,-19.116136604987965,-51.732917163185974
castanhal,PA,-1.2920186637442295,-47.92688708882183
castanheira,MT,-11.137907474880812,-58.61019611625611
castanheiras,RO,-11.428080744522138,-61.95102518259382
castelandia,GO,-18.089140556314888,-50.22158475331244
castelo,ES,-20.6053563781088,-41.20519636049413
castelo do piaui,PI,-5.318613129045991,-41.551434065809815
castelo do piauí,PI,-5.323191492293218,-41.54829966516373
castelo dos sonhos,PA,9.049062717536653,-25.170903455030523
castelândia,GO,-18.088616254968382,-50.22165668705296
castilho,SP,-20.866847159290902,-51.49176549174563
castro,PR,-24.794469907209375,-50.000403661641826
castro alves,BA,-12.76647898695337,-39.42239071000821
cataguarino,MG,-21.29435692501821,-42.728764783740445
cataguases,MG,-21.387342415899255,-42.69449766632387
catalao,GO,-18.167495723180785,-47.94370036018742
catalão,GO,-18.167573170161802,-47.94482963703035
catanduva,SP,-21.136969013718122,-48.97216028148743
catanduvas,PR,-25.20574484110391,-53.1536415935325
catanduvas,SC,-27.07029248252711,-51.65997041262784
catarina,CE,-6.13321403407986,-39.87786568296309
catas altas,MG,-20.07559272673594,-43.4075666503638
catas altas da noruega,MG,-20.691445478645058,-43.49812571455393
catende,PE,-8.66542534670664,-35.726036765833456
catigua,SP,-21.052751575607072,-49.059923726924474
catiguá,SP,-21.050897318016336,-49.05938528233668
catingal,BA,-14.045718833379512,-40.562250676629375
catingueira,PB,-7.124193,-37.60752375
catole do rocha,PB,-6.357868390636635,-37.715966957502125
catolândia,BA,-12.313912429551806,-44.85954730196275
catolé do rocha,PB,-6.342542189117105,-37.74399462672429
catu,BA,-12.363840993783475,-38.38186888846312
catu de abrantes,BA,-12.857008533226997,-38.28533203366101
catucaba,SP,-23.246340095815523,-45.20372634808252
catuipe,RS,-28.252330990370716,-54.01363959851672
catuji,MG,-17.10773988241842,-41.66224008048867
catunda,CE,-4.64957625736372,-40.19989030479977
catune,MG,-20.92211345265376,-42.15043498986381
catuni,MG,-16.240050839893893,-43.274954855461424
caturai,GO,-16.446010677483436,-49.495446674302535
caturama,BA,-13.33127591278641,-42.293528970394576
caturaí,GO,-16.443507612119927,-49.49298655597644
catuti,MG,-15.362600130691982,-42.96827364800461
catuípe,RS,-28.25514375191825,-54.01213511424137
caucaia,CE,-3.737584371922989,-38.65032917297563
cavalcante,GO,-13.794652877169758,-47.45838362864478
caxambu,MG,-21.98080481713224,-44.93169566840273
caxambu do sul,SC,-27.157052787302774,-52.88536980002553
caxias,MA,-4.865914904365274,-43.35559678001898
caxias do sul,RS,-29.163658257979236,-51.17937527854719
caxingo,PI,-3.42026003871809,-41.89405656910353
caçador,SC,-26.779838073894236,-51.009670047653856
caçapava,SP,-23.101386979138283,-45.70875939315736
caçapava do sul,RS,-30.511479136887154,-53.49206355446206
caçarema,MG,-16.04073692256279,-43.55496939242047
caçu,GO,-18.562481570998365,-51.13629295879494
caém,BA,-11.111341292896856,-40.39944830856469
ceara mirim,RN,-5.650088359026337,-35.42715178368425
ceara-mirim,RN,-5.63596765719896,-35.42181186145591
ceará-mirim,RN,-5.64274515460203,-35.427340407084365
cedral,MA,-1.999265836243856,-44.53586993015966
cedral,SP,-20.904113556822836,-49.26857484683174
cedro,CE,-6.6046656923026275,-39.06183259002377
cedro,PE,-7.71930957975614,-39.23741460377618
cedro de sao joao,SE,-10.251665065397724,-36.88289550938358
cedro de são joão,SE,-10.249084572265089,-36.88204479052135
cedro do abaete,MG,-19.147111404098304,-45.714540087226354
ceilandia,DF,-15.82349504503801,-48.11658874067231
ceilandia norte,DF,-15.804338904288864,-48.146832143799
ceilândia,DF,-15.8277092813741,-48.117437998809976
celina,ES,-19.851581656301253,-40.57072169300674
celso ramos,SC,-27.63320205167086,-51.337239601534826
centenario,RS,-27.76579257026367,-52.00371874091365
centenario,TO,-8.958467204057293,-47.33711355000809
centenario do sul,PR,-22.82118756931873,-51.594749272610336
centenário do sul,PR,-22.822912558149095,-51.59652612314578
central,BA,-11.136698466979883,-42.106664284671474
central de minas,MG,-18.7659231506212,-41.30243983466087
central de santa helena,MG,-18.276242309677663,-42.997849388042006
central do maranhao,MA,-2.1948150066912238,-44.82799173786903
centralina,MG,-18.585274922169962,-49.20061955483061
centro do guilherme,MA,-2.46755620509377,-45.87342285149244
centro novo do maranhao,MA,-2.182731091589331,-46.17464693976398
centro novo do maranhão,MA,-2.1529060947544627,-46.14489747101203
cerejeiras,RO,-13.19266482518763,-60.823111122927415
ceres,GO,-15.303639303509014,-49.60722003897494
cerqueira cesar,SP,-23.03428303546265,-49.16253214445097
cerqueira césar,SP,-23.032865582090537,-49.16107611670573
cerquilho,SP,-23.166261903785394,-47.746688703504226
cerrito,RS,-31.851459616119794,-52.809165309348714
cerro azul,PR,-24.828137537248153,-49.263724610399606
cerro branco,RS,-29.665982595946502,-52.944619125189234
cerro cora,RN,-6.044570927557558,-36.34963365998875
cerro corá,RN,-6.046662465546478,-36.34893869199896
cerro grande,RS,-27.608345624559224,-53.166188436745145
cerro grande do sul,RS,-30.5950876526286,-51.75234557238621
cerro largo,RS,-28.146638263140144,-54.737891661226996
cerro negro,SC,-27.796757499873838,-50.87310645895104
cesario lange,SP,-23.226418206532184,-47.954975318604525
cesário lange,SP,-23.2246987551511,-47.95566072580808
ceu azul,PR,-25.14670388072208,-53.849862217867184
cezarina,GO,-16.979258470150114,-49.77081598750628
cha de alegria,PE,-7.998261914144079,-35.21160652888707
cha grande,PE,-8.239826122375147,-35.4619495356618
cha preta,AL,-9.25672890896978,-36.297553015353174
chacara,MG,-21.672828112287625,-43.220161943778166
chale,MG,-20.045439401812278,-41.69087685460777
chalé,MG,-20.043033173037223,-41.69355144956095
chapada,RS,-28.061001781776675,-53.06614906485781
chapada da natividade,TO,-11.61781043385302,-47.75103782717146
chapada do norte,MG,-17.095485036819124,-42.53427732623978
chapada dos guimaraes,MT,-15.420503378565503,-55.72550495658795
chapada dos guimarães,MT,-15.415919057872351,-55.724751529698054
chapada gaucha,MG,-15.31023550786734,-45.61427845708092
chapada gaúcha,MG,-15.298975698361641,-45.62452193758812
chapadao do ceu,GO,-18.397778569223078,-52.66200588686546
chapadao do lageado,SC,-27.589140044912302,-49.54915653195186
chapadao do sul,MS,-18.79885091785448,-52.62968577169777
chapadinha,MA,-3.7407619665087135,-43.36051089473439
chapadão do céu,GO,-18.394346374607778,-52.666309426042474
chapadão do lageado,SC,-27.591347999999947,-49.55531749999996
chapadão do sul,MS,-18.795685840844268,-52.626511802490526
chapeco,SC,-27.096682268910648,-52.620976133715224
chapecó,SC,-27.096185969741732,-52.625193995731486
charqueada,SP,-22.511338452260038,-47.77588446279597
charqueadas,RS,-29.96270532877309,-51.618642688658596
charrua,RS,-27.95372179010726,-52.02551148985606
chaval,CE,-3.036271797499818,-41.2425001741348
chavantes,SP,-23.039678343494334,-49.70849675119676
chaveslandia,MG,-19.04329047203457,-50.48805214021181
chiador,MG,-22.05702012002341,-43.09008428366405
chiapetta,RS,-27.91880318858005,-53.940581538542354
chonim,MG,-18.978562324421873,-44.04679218493516
chopinzinho,PR,-25.854746637852458,-52.52992836467901
chorozinho,CE,-4.30979584870399,-38.492865173226576
chorrocho,BA,-8.947945817737466,-39.07692245466618
chorrochó,BA,-8.978551119519182,-39.09767808740854
chui,RS,-33.690246184773294,-53.46160679056916
chupinguaia,RO,-12.554058360685474,-60.90454041261205
chuvisca,RS,-30.74918915031097,-51.980897919355755
chuí,RS,-33.6891290484176,-53.456267397467585
chácara,MG,-21.694181553675648,-43.22032582660687
chã de alegria,PE,-7.995878641438448,-35.209787545021
chã grande,PE,-8.242670310796774,-35.45989218142657
chã preta,AL,-9.257274856621232,-36.29757991509285
cianorte,PR,-23.661548233399802,-52.61100936204498
cicero dantas,BA,-10.593016677890782,-38.38518647881569
cidade gaucha,PR,-23.382308468418294,-52.94056181099697
cidade gaúcha,PR,-23.38463582905094,-52.94283274846851
cidade ocidental,GO,-16.096685465717755,-47.9228136076309
cidelandia,MA,-5.173429220943391,-47.78618987724099
cidreira,RS,-30.181172662096813,-50.21367392192425
cipo,BA,-11.100413846142965,-38.516514070456566
cipolandia,MS,-20.126883258376388,-55.3891012991125
cipotanea,MG,-20.906383679478626,-43.36715239284449
cipotânea,MG,-20.90526811520288,-43.36157315544615
cipó,BA,-11.100652452258467,-38.51467502439647
ciriaco,RS,-28.343838265612323,-51.87462260801717
ciríaco,RS,-28.34232470577903,-51.87602253753121
cisneiros,MG,-21.440712113251724,-42.3600007095712
claraval,MG,-20.401546767101205,-47.28560867100957
claro dos pocoes,MG,-17.04037181614622,-44.20595585514116
claro dos poções,MG,-17.081945429134283,-44.20749588686254
claudia,MT,-11.50373156162008,-54.87558881032881
claudio,MG,-20.436207674234865,-44.76094608594906
claudio manuel,MG,-20.21334359818413,-43.19984080209576
clementina,SP,-21.56018491317655,-50.445800319817664
clevelandia,PR,-26.407440132975506,-52.35653112362616
clevelandia do norte,AP,-11.294461691231307,-52.108398143864584
clevelândia,PR,-26.40765046892604,-52.35859634203165
clevelândia do norte,AP,-26.40450771232784,-52.35250400618206
cláudia,MT,-11.505864169495307,-54.87578617838364
cláudio,MG,-20.4428689435158,-44.76821375100265
coaraci,BA,-14.635923437679327,-39.55472475607647
coari,AM,-4.09374263540589,-63.14117324221792
cocais,MG,-19.859035086861468,-43.45101235762643
cocal,PI,-3.4703792660724604,-41.55482822863676
cocal de telha,PI,-4.555008734167915,-41.96958843186378
cocal do sul,SC,-28.59886945254106,-49.32524103807989
cocal dos alves,PI,-3.6046349828890483,-41.45246369082781
cocalinho,MT,-14.39272352478302,-51.002328273511665
cocalzinho de goias,GO,-15.760557738191093,-48.740924896326185
cocalzinho de goiás,GO,-15.781375861689265,-48.77122574351882
cocos,BA,-14.180373776936616,-44.535339897426226
codajas,AM,-3.8385780625840695,-62.06891300381548
codajás,AM,-3.8403963249289625,-62.06434319442474
codo,MA,-4.462286542626588,-43.89160738921904
codó,MA,-4.459216395971513,-43.89156225722527
coelho neto,MA,-4.254609679921668,-43.01504612856668
coimbra,MG,-20.858008685826494,-42.801683564272906
coite do noia,AL,-9.636905726170337,-36.579648529187374
coivaras,PI,-5.090599187693916,-42.20321237693925
colares,PA,-0.9301039641331696,-48.27792533211408
colatina,ES,-19.52984427509196,-40.63956105804319
colider,MT,-10.807436827208907,-55.457500080397686
colina,SP,-20.71615282762481,-48.53525462335842
colinas,MA,-6.030384554755735,-44.24723556894166
colinas,RS,-29.388253629228064,-51.86899308717813
colinas do sul,GO,-14.152288777671899,-48.07454166273169
colinas do tocantins,TO,-8.057911121232678,-48.47981127603573
colmeia,TO,-8.742396456458387,-48.7537200662305
colméia,TO,-8.73707931770071,-48.74958449764157
colniza,MT,-9.447975813043975,-59.269433561058136
colombia,SP,-20.177483522110926,-48.68785735639775
colombo,PR,-25.35142337748521,-49.18943188648115
colonia,RJ,-21.6775884564625,-41.88789198252017
colonia castrolanda,PR,-23.702852723394397,-46.401558774842776
colonia do gurgueia,PI,-8.168288712678539,-43.77313959553395
colonia do piaui,PI,-7.22707753088996,-42.17773119428682
colonia leopoldina,AL,-8.918538467996154,-35.72934489568079
colonia nova,RS,-31.666939999999958,-54.07082999999994
colonia vitoria,PR,-26.21860272435942,-51.07472574950486
colonia z-3,RS,-31.69806067785534,-52.15608346812286
colorado,PR,-22.837653869064955,-51.973422045406195
colorado,RS,-28.521722576479718,-52.99280330386694
colorado do norte,MT,-10.477499999999964,-56.07805999999994
colorado do oeste,RO,-13.12224107650638,-60.54217610290954
coluna,MG,-18.232094722880394,-42.839864768666565
colíder,MT,-10.79212456951404,-55.45870997098815
colômbia,SP,-20.197082341313884,-48.68437594991492
colônia,RJ,-21.675613920706972,-41.87254878961147
colônia do gurguéia,PI,-8.1817722514856,-43.794853794211875
colônia do piauí,PI,-7.223451314269965,-42.1821822880808
colônia leopoldina,AL,-8.919942238081635,-35.731307676871175
colônia nova,RS,-31.666939999999958,-54.07082999999994
colônia vitória,PR,-26.22757694835837,-51.09859512870409
colônia z-3,RS,-31.698243901149368,-52.156108894689055
combinado,TO,-12.81540480809511,-46.550130269666916
comendador gomes,MG,-19.695749118701713,-49.083301426344974
comendador levy gasparian,RJ,-22.03394176340095,-43.212766283950224
comendador venancio,RJ,-21.180642994286757,-42.10448547736673
comercinho,MG,-16.29716678761857,-41.79417306527858
comodoro,MT,-13.658483691777999,-59.78450051842194
conceicao,PB,-7.5571781110505105,-38.50636918995583
conceicao da aparecida,MG,-21.096650837525875,-46.204216463527615
conceicao da barra,ES,-18.576328381214,-39.73718423655698
conceicao da barra de minas,MG,-21.12973689331769,-44.476645412618986
conceicao da feira,BA,-12.486653519372725,-38.99291232888439
conceicao da ibitipoca,MG,-16.975562820475375,-41.42995619322306
conceicao das alagoas,MG,-19.920810911424542,-48.37505997564954
conceicao das pedras,MG,-22.15754767756485,-45.45259621596964
conceicao de ipanema,MG,-19.93300201793663,-41.69344462349187
conceicao de jacarei,RJ,-23.030248688088026,-44.16385541065654
conceicao de macabu,RJ,-22.087437512898582,-41.86767159399783
conceicao do almeida,BA,-12.779262340305586,-39.166855658935155
conceicao do araguaia,PA,-8.259816417914688,-49.2980031772704
conceicao do caninde,PI,-7.903116545431383,-41.56501653036158
conceicao do capim,MG,-19.4973472240845,-41.08406894440442
conceicao do castelo,ES,-20.362424801117708,-41.248641003115324
conceicao do coite,BA,-11.572120889376585,-39.277837374690016
conceicao do jacuipe,BA,-12.331604688704575,-38.76665501232521
conceicao do lago-acu,MA,-3.8361503215323065,-44.88189430686986
conceicao do mato dentro,MG,-19.022922559503417,-43.42363422446117
conceicao do para,MG,-19.7521537427374,-44.896617085426115
conceicao do rio verde,MG,-21.88147622574551,-45.08692506453267
conceicao do tocantins,TO,-12.204695155750713,-47.299490808094184
conceicao dos ouros,MG,-22.413986637947225,-45.79654602722176
conceição,PB,-7.556089261059461,-38.50811731199638
conceição,SP,-22.042863315079195,-47.89293323886167
conceição da aparecida,MG,-21.095489189236616,-46.20563326580405
conceição da barra,ES,-18.580785575618606,-39.73970687236901
conceição da barra de minas,MG,-21.12875239735494,-44.473470462766585
conceição da feira,BA,-12.50951550930085,-38.994800801801624
conceição das alagoas,MG,-19.923302356367245,-48.37757828039568
conceição das pedras,MG,-22.16268690307585,-45.44568069617244
conceição de jacareí,RJ,-23.02849668035382,-44.16443113666233
conceição de macabu,RJ,-22.09272555106657,-41.86474537741981
conceição de tronqueiras,MG,-19.93140931185132,-41.6919104306997
conceição do almeida,BA,-12.774017848094728,-39.170860082143655
conceição do araguaia,PA,-8.253427035914315,-49.29839955041165
conceição do capim,MG,-19.56105812538239,-41.22637656541747
conceição do castelo,ES,-20.357081171719617,-41.25395419465878
conceição do coité,BA,-11.588382360150536,-39.27202718793681
conceição do jacuípe,BA,-12.26317729813003,-38.811714301415236
conceição do lago-açu,MA,-3.843171009845412,-44.89365444484017
conceição do mato dentro,MG,-19.030459281478315,-43.4245610264968
conceição do pará,MG,-19.73828251669167,-44.899580104326105
conceição do rio verde,MG,-21.891421914867607,-45.09145708315011
conceição do tocantins,TO,-12.218375032421068,-47.295009857365216
conceição dos ouros,MG,-22.413574309252827,-45.79615146175365
conchal,SP,-22.338398569332117,-47.1683209783616
conchas,SP,-23.019107243424635,-48.01092517102232
concordia,SC,-27.231458579661982,-52.025655796438826
concordia de mucuri,MG,-17.679719999999975,-41.87638999999996
concordia do para,PA,-1.99636213742332,-47.944523478874615
concórdia,SC,-27.231610899060005,-52.02831731644732
concórdia do pará,PA,-1.9943666746503088,-47.94560730827011
condado,PB,-6.907953404061964,-37.60305037842506
condado,PE,-7.587710043104442,-35.10230029118218
conde,BA,-11.815526915377394,-37.61785465375689
conde,PB,-7.281531937508782,-34.8324550285676
condeuba,BA,-14.89989882997784,-41.96972490847679
condeúba,BA,-14.900213860479498,-41.970519378958635
condor,RS,-28.20732212632177,-53.484839056818565
conduru,ES,-20.68770402723946,-41.20195222593812
conego marinho,MG,-15.29676264213076,-44.412741237640375
confins,MG,-19.63356602459755,-43.985429700271446
confresa,MT,-10.63429415830214,-51.576750870961995
congo,PB,-7.79597240250463,-36.661062379993815
congonhal,MG,-21.94151259868069,-45.75402995650289
congonhas,MG,-20.50992275165819,-43.86153972516934
congonhas,PR,-23.20065816207204,-50.72307968433729
congonhas do norte,MG,-18.813848577294387,-43.674726518902574
congonhinhas,PR,-23.553522043896585,-50.54992367333536
conquista,MG,-19.932894734007487,-47.55206053235132
conquista d'oeste,MT,-14.551121886390101,-59.53240343967293
conrado,RJ,-22.546568160435157,-43.57884543837606
conselheiro lafaiete,MG,-20.658076729054834,-43.78017241246155
conselheiro mairinck,PR,-23.623575885991006,-50.1692756320779
conselheiro pena,MG,-19.166682764125706,-41.47227970195554
conservatoria,RJ,-22.286302053891365,-43.92118233761536
conservatória,RJ,-22.286395290379414,-43.919400573815935
consolacao,MG,-22.5504409341743,-45.92132028713407
constantina,RS,-27.73224275334704,-52.995015986814785
contagem,MG,-19.919039351873636,-44.05788508769308
contenda,PR,-25.679134708289812,-49.53535670561776
contendas do sincora,BA,-13.759839246311046,-41.07024430697379
contendas do sincorá,BA,-13.833329999999933,-41.13332999999994
coqueiral,ES,-19.93010951110856,-40.15365065258333
coqueiral,MG,-21.189714910618406,-45.439529106969054
coqueiro baixo,RS,-29.18047999999994,-52.089344249999954
coqueiro seco,AL,-9.637658609091485,-35.79101525160084
coqueiros do sul,RS,-28.118553226627522,-52.78245270110114
coracao de jesus,MG,-16.66480122770849,-44.34825458609674
coracao de maria,BA,-12.222106899988114,-38.7607666735577
coração de jesus,MG,-16.639490182531638,-44.33613678474092
coração de maria,BA,-12.248491790078976,-38.74961948429586
corbelia,PR,-24.796141774817812,-53.29776158029649
